Conference,Score
Big 12 Conference,31.5
Big East Conference,28.6
Pacific-10 Conference,27.9
Southeastern Conference,26.9
Big Ten Conference,26.6
Atlantic Coast Conference,24.6
Mountain West Conference,21.4
Western Athletic Conference,16.1
Conference USA,15.9
Mid-American Conference,15.0
Independent,14.4
Sun Belt Conference,7.7
FCS,1.3
