Conference,Score
Big 12 Conference,32.6
Pacific-10 Conference,29.7
Big Ten Conference,26.8
Big East Conference,26.6
Southeastern Conference,26.5
Atlantic Coast Conference,25.8
Mountain West Conference,22.4
Conference USA,16.6
Mid-American Conference,14.8
Western Athletic Conference,14.6
Independent,12.7
Sun Belt Conference,8.4
FCS,1.2
