Conference,Score
Big 12 Conference,31.3
Big East Conference,28.8
Southeastern Conference,28.2
Pacific-10 Conference,28.0
Big Ten Conference,26.6
Atlantic Coast Conference,24.6
Mountain West Conference,22.4
Conference USA,16.1
Western Athletic Conference,15.5
Mid-American Conference,14.9
Independent,14.4
Sun Belt Conference,7.7
FCS,1.2
