Conference,Score
Big East Conference,22.9
Big 12 Conference,21.7
Southeastern Conference,21.5
Conference USA,21.4
Big Ten Conference,21.3
Pacific-10 Conference,20.3
Atlantic Coast Conference,20.0
Mountain West Conference,19.2
Mid-American Conference,17.7
Independent,17.1
Western Athletic Conference,15.7
Sun Belt Conference,12.2
FCS,6.6
