Conference,Score
Big 12 Conference,31.8
Southeastern Conference,28.7
Big East Conference,28.7
Pacific-10 Conference,28.4
Atlantic Coast Conference,28.1
Big Ten Conference,27.0
Conference USA,21.0
Mountain West Conference,20.4
Western Athletic Conference,18.7
Mid-American Conference,18.2
Sun Belt Conference,12.1
Independent,10.9
FCS,1.5
