Conference,Score
Big 12 Conference,32.7
Pacific-10 Conference,30.0
Big East Conference,27.2
Big Ten Conference,27.1
Southeastern Conference,25.7
Atlantic Coast Conference,25.1
Mountain West Conference,18.9
Conference USA,18.0
Mid-American Conference,17.5
Western Athletic Conference,15.9
Sun Belt Conference,9.5
Independent,8.4
FCS,2.6
