Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
tennessee,10,16,6,41.2,29.2,9.0
florida,9,9,0,43.1,29.0,9.9
south-carolina,16,20,4,34.3,14.6,6.7
georgia,29,28,-1,29.8,10.0,3.5
kentucky,99,102,3,4.9,-14.5,7.5
vanderbilt,98,89,-9,5.4,-14.5,4.8
louisiana-state,32,45,13,28.5,14.9,4.1
auburn,27,25,-2,30.1,8.9,4.6
mississippi,39,48,9,25.3,3.6,2.9
alabama,45,36,-9,23.0,18.0,9.5
arkansas,59,59,0,17.4,2.4,2.8
mississippi-state,91,85,-6,7.9,-6.3,9.2
colorado,19,14,-5,33.3,19.8,10.3
nebraska,1,1,0,69.2,50.5,14.9
iowa-state,18,23,5,34.0,16.0,6.2
kansas-state,41,33,-8,23.8,27.0,13.8
missouri,62,69,7,16.5,0.5,5.5
kansas,83,80,-3,9.8,-8.1,6.6
texas,5,7,2,48.7,34.4,10.0
oklahoma,4,4,0,49.4,27.8,10.8
texas-am,33,38,5,28.3,6.3,5.1
texas-tech,57,56,-1,18.4,4.3,4.9
oklahoma-state,85,84,-1,9.4,-6.7,2.7
baylor,92,96,4,7.3,-14.4,10.9
oregon,14,8,-6,38.0,19.7,6.1
washington-state,13,11,-2,39.1,15.3,10.9
stanford,15,17,2,37.2,23.3,10.9
washington,38,32,-6,25.4,3.8,6.9
southern-california,74,66,-8,13.5,4.6,2.6
ucla,6,6,0,48.4,28.0,13.6
oregon-state,73,58,-15,13.5,1.2,6.9
arizona,78,76,-2,12.0,-6.1,4.7
arizona-state,36,50,14,25.6,10.1,5.0
california,105,105,0,3.3,-15.9,5.2
miami-fl,3,5,2,51.4,33.5,12.3
syracuse,21,29,8,32.5,16.2,4.2
boston-college,25,34,9,30.7,15.7,5.0
virginia-tech,2,2,0,59.9,42.3,12.9
pittsburgh,94,90,-4,6.3,-11.5,6.5
temple,82,70,-12,10.3,-6.7,2.7
west-virginia,77,81,4,12.4,-1.4,3.7
rutgers,107,106,-1,2.9,-24.5,8.0
illinois,22,19,-3,32.0,11.5,5.5
michigan,12,12,0,40.3,25.0,8.2
ohio-state,28,27,-1,29.8,17.1,7.2
iowa,34,43,9,25.7,10.3,9.5
purdue,26,21,-5,30.6,13.4,4.2
indiana,79,77,-2,11.6,6.0,7.0
penn-state,89,99,10,8.2,-7.9,5.0
michigan-state,55,44,-11,18.8,1.2,4.7
wisconsin,58,52,-6,17.6,2.6,4.1
minnesota,61,74,13,16.6,9.0,3.7
northwestern,42,26,-16,23.8,7.0,6.4
maryland,7,10,3,43.7,20.8,9.9
florida-state,17,31,14,34.3,24.6,12.4
north-carolina,31,40,9,29.5,18.1,5.4
georgia-tech,24,24,0,31.3,16.6,7.0
clemson,44,22,-22,23.1,6.0,9.3
north-carolina-state,66,62,-4,15.2,-2.1,2.5
wake-forest,60,65,5,16.9,1.2,6.7
virginia,86,78,-8,9.4,-11.9,5.4
duke,113,113,0,0.8,-28.1,9.7
brigham-young,11,13,2,40.7,17.1,5.5
colorado-state,65,71,6,15.7,2.0,7.7
utah,20,18,-2,33.2,14.9,6.0
new-mexico,71,73,2,13.9,2.2,7.8
air-force,46,37,-9,22.5,4.9,6.4
nevada-las-vegas,68,64,-4,14.7,8.0,5.1
san-diego-state,87,87,0,8.4,-9.3,5.7
wyoming,106,103,-3,3.3,-23.6,9.0
louisville,35,41,6,25.7,2.8,4.3
cincinnati,63,63,0,16.4,-5.3,4.2
alabama-birmingham,53,61,8,19.5,10.4,5.6
east-carolina,40,51,11,24.2,11.9,5.7
southern-mississippi,52,46,-6,19.7,2.9,3.1
texas-christian,50,54,4,21.5,6.8,11.2
memphis,64,53,-11,16.3,-2.6,3.5
army,101,104,3,4.0,-19.1,7.6
tulane,93,88,-5,7.3,-10.8,9.3
houston,110,114,4,1.7,-24.3,9.2
louisiana-tech,80,83,3,11.4,-9.7,4.3
fresno-state,23,15,-8,31.5,10.7,8.7
boise-state,56,60,4,18.7,1.7,8.6
hawaii,67,72,5,15.0,-7.6,8.5
rice,30,30,0,29.6,8.2,5.7
southern-methodist,100,101,1,4.8,-18.2,7.8
nevada,95,93,-2,5.8,-13.3,11.1
san-jose-state,104,108,4,3.8,-19.9,8.1
texas-el-paso,103,97,-6,3.8,-22.1,8.1
tulsa,102,98,-4,4.0,-19.3,9.8
south-florida,69,75,6,14.7,-5.5,6.9
troy,76,86,10,13.0,-6.5,14.8
central-florida,48,49,1,22.2,8.1,5.4
notre-dame,49,57,8,22.0,11.4,5.5
utah-state,96,100,4,5.7,-13.4,4.8
connecticut,109,107,-2,1.8,-28.0,11.2
navy,111,110,-1,1.3,-26.2,11.4
marshall,43,42,-1,23.4,0.9,4.4
miami-oh,51,55,4,20.9,0.3,2.3
bowling-green-state,37,39,2,25.5,7.6,6.6
kent-state,88,92,4,8.2,-14.4,12.1
akron,81,79,-2,10.7,-3.1,4.7
buffalo,118,116,-2,0.0,-32.5,12.4
ohio,75,67,-8,13.1,11.0,9.0
toledo,8,3,-5,43.4,29.4,14.2
northern-illinois,70,82,12,14.0,-1.7,8.5
ball-state,84,94,10,9.7,-8.4,6.2
western-michigan,54,47,-7,18.9,2.1,7.7
central-michigan,97,91,-6,5.7,-18.3,10.7
eastern-michigan,115,117,2,0.5,-30.8,9.8
middle-tennessee-state,47,35,-12,22.4,2.7,3.4
north-texas,90,95,5,8.2,-9.9,6.2
new-mexico-state,72,68,-4,13.5,-2.8,4.8
louisiana-lafayette,108,111,3,2.9,-24.6,8.8
arkansas-state,116,112,-4,0.3,-31.4,10.3
louisiana-monroe,117,118,1,0.1,-32.2,12.4
idaho,114,109,-5,0.6,-29.0,7.8
fcs,112,115,3,1.1,-26.1,8.8
