Conference,Score
Big 12 Conference,22.8
Big East Conference,22.1
Big Ten Conference,21.7
Southeastern Conference,21.5
Mountain West Conference,20.8
Pacific-10 Conference,20.3
Atlantic Coast Conference,20.1
Conference USA,19.3
Mid-American Conference,17.7
Independent,17.1
Western Athletic Conference,16.1
Sun Belt Conference,12.1
FCS,6.6
