Team,Strength,StandardDeviation,PointsMargin,AverageOpponentStrength,RushingYardsMargin,HomeFieldCorrection,GamesPlayed
missouri,40.253020135587995,0.0,16.071428571428573,0.0,84.92857142857143,-0.01020408163265306,1
georgia,31.251439202737984,0.0,7.6923076923076925,0.0,21.76923076923077,-0.00591715976331361,1
florida,17.3038942627898,0.0,-2.25,0.0,3.3333333333333335,-0.006944444444444444,1
south-carolina,35.949349995018224,0.0,13.76923076923077,0.0,44.61538461538461,-0.01183431952662722,1
tennessee,15.121142085553636,0.0,-5.166666666666667,0.0,-18.916666666666668,-0.013888888888888888,1
kentucky,0.7569762870433188,0.0,-10.666666666666666,0.0,-49.416666666666664,-0.020833333333333332,1
vanderbilt,14.244895822701181,0.0,5.461538461538462,0.0,-8.846153846153847,-0.01183431952662722,1
alabama,46.90301360092628,0.0,24.23076923076923,0.0,99.38461538461539,-0.01775147928994083,1
mississippi-state,27.307802068194583,0.0,4.6923076923076925,0.0,45.76923076923077,-0.01775147928994083,1
mississippi,27.73738635130806,0.0,6.3076923076923075,0.0,35.07692307692308,-0.01183431952662722,1
auburn,49.45771246968643,0.0,14.785714285714286,0.0,166.28571428571428,-0.02040816326530612,1
louisiana-state,33.920761004464495,0.0,13.76923076923077,0.0,59.07692307692308,-0.01775147928994083,1
texas-am,24.763131758138055,0.0,12.0,0.0,-37.23076923076923,-0.02366863905325444,1
arkansas,8.778653461044586,0.0,-10.083333333333334,0.0,30.25,-0.013888888888888888,1
oregon,48.20096017722756,0.0,25.0,0.0,108.0,-0.01183431952662722,1
stanford,41.68699363821341,0.0,13.285714285714286,0.0,117.71428571428571,-0.01020408163265306,1
washington,38.07828378442596,0.0,15.076923076923077,0.0,77.61538461538461,-0.01775147928994083,1
california,-6.472163457612215,0.0,-22.916666666666668,0.0,-66.41666666666667,-0.013888888888888888,1
oregon-state,9.849876815420084,0.0,3.3846153846153846,0.0,-95.92307692307692,0.0,1
washington-state,6.637793882394666,0.0,-1.5384615384615385,0.0,-134.0,0.00591715976331361,1
arizona,31.87551568000525,0.0,9.23076923076923,0.0,97.07692307692308,0.0,1
arizona-state,35.621991735931175,0.0,13.071428571428571,0.0,53.714285714285715,-0.02040816326530612,1
ucla,33.56277953857827,0.0,13.76923076923077,0.0,27.23076923076923,0.0,1
southern-california,29.081710560701868,0.0,8.5,0.0,51.714285714285715,-0.00510204081632653,1
utah,25.617556131711606,0.0,1.1666666666666667,0.0,30.416666666666668,-0.013888888888888888,1
colorado,-4.942807326341409,0.0,-17.0,0.0,-102.0,0.0,1
florida-state,55.29220788209798,0.0,39.5,0.0,78.35714285714286,-0.01020408163265306,1
clemson,36.9860669282635,0.0,18.0,0.0,18.923076923076923,-0.01183431952662722,1
louisville,23.717704991388132,0.0,23.0,0.0,65.92307692307692,-0.01183431952662722,1
boston-college,14.513202144788874,0.0,-1.2307692307692308,0.0,52.53846153846154,0.0,1
north-carolina-state,-0.20203949279345323,0.0,-7.333333333333333,0.0,-18.0,-0.027777777777777776,1
syracuse,16.118073491591545,0.0,-2.6923076923076925,0.0,57.46153846153846,-0.00591715976331361,1
wake-forest,1.8472079195959452,0.0,-5.75,0.0,-49.0,0.0,1
georgia-tech,43.82060383925017,0.0,12.23076923076923,0.0,183.53846153846155,-0.01183431952662722,1
duke,19.809631393248498,0.0,6.142857142857143,0.0,3.857142857142857,-0.01020408163265306,1
north-carolina,17.59079004231451,0.0,8.23076923076923,0.0,-34.15384615384615,-0.01183431952662722,1
pittsburgh,14.98573869571155,0.0,-1.8333333333333333,0.0,-39.666666666666664,-0.006944444444444444,1
virginia-tech,20.28601359796037,0.0,3.230769230769231,0.0,8.846153846153847,-0.00591715976331361,1
miami-fl,19.18422038894084,0.0,7.076923076923077,0.0,-16.23076923076923,-0.01183431952662722,1
virginia,4.388615833644121,0.0,-13.5,0.0,-14.083333333333334,-0.027777777777777776,1
texas-christian,8.947976178113839,0.0,-0.16666666666666666,0.0,-12.25,-0.006944444444444444,1
baylor,43.738792417708936,0.0,28.846153846153847,0.0,114.3076923076923,-0.01775147928994083,1
kansas-state,19.339226431197012,0.0,10.307692307692308,0.0,38.84615384615385,-0.02366863905325444,1
oklahoma,29.14085190797091,0.0,10.76923076923077,0.0,86.3076923076923,-0.00591715976331361,1
west-virginia,-3.2213720591714203,0.0,-7.0,0.0,-43.0,-0.006944444444444444,1
texas,18.74677523788966,0.0,3.4615384615384617,0.0,13.153846153846153,-0.00591715976331361,1
oklahoma-state,31.10230524228937,0.0,17.46153846153846,0.0,29.23076923076923,-0.00591715976331361,1
texas-tech,6.989381223991056,0.0,5.230769230769231,0.0,-83.46153846153847,-0.00591715976331361,1
kansas,-10.839312512883755,0.0,-16.5,0.0,-36.333333333333336,-0.013888888888888888,1
iowa-state,-7.543541180878858,0.0,-11.166666666666666,0.0,-80.08333333333333,0.0,1
ohio-state,48.10695724875485,0.0,22.857142857142858,0.0,199.21428571428572,-0.01020408163265306,1
michigan-state,30.400537212511452,0.0,16.142857142857142,0.0,87.5,-0.01020408163265306,1
maryland,6.258143627228078,0.0,0.8461538461538461,0.0,-0.9230769230769231,-0.00591715976331361,1
rutgers,-1.2277934386327045,0.0,-3.230769230769231,0.0,28.76923076923077,-0.01183431952662722,1
michigan,15.422621877769474,0.0,5.384615384615385,0.0,-14.461538461538462,-0.01183431952662722,1
penn-state,13.730901784056776,0.0,2.5,0.0,30.0,-0.020833333333333332,1
indiana,12.24514359262287,0.0,-0.4166666666666667,0.0,-35.916666666666664,-0.027777777777777776,1
wisconsin,44.21395311180888,0.0,18.53846153846154,0.0,181.23076923076923,-0.01183431952662722,1
nebraska,17.22512507901345,0.0,7.076923076923077,0.0,59.53846153846154,-0.02366863905325444,1
minnesota,14.532163505394434,0.0,3.4615384615384617,0.0,37.07692307692308,-0.01183431952662722,1
iowa,22.27003175321795,0.0,7.384615384615385,0.0,51.53846153846154,-0.01183431952662722,1
illinois,-3.31809033429192,0.0,-5.75,0.0,-99.58333333333333,-0.020833333333333332,1
northwestern,10.657289325840503,0.0,-0.9166666666666666,0.0,5.083333333333333,-0.013888888888888888,1
purdue,-20.75506443158095,0.0,-23.083333333333332,0.0,-168.33333333333334,-0.013888888888888888,1
navy,23.39985421239521,0.0,9.153846153846153,0.0,146.53846153846155,0.00591715976331361,1
army,-1.5145344396624427,0.0,-7.166666666666667,0.0,96.41666666666667,0.0,1
brigham-young,33.69700846801415,0.0,8.076923076923077,0.0,107.38461538461539,-0.00591715976331361,1
notre-dame,19.37136984772578,0.0,4.846153846153846,0.0,-17.384615384615383,-0.00591715976331361,1
boise-state,17.77665033930835,0.0,12.692307692307692,0.0,34.53846153846154,0.0,1
colorado-state,10.106804404397007,0.0,6.428571428571429,0.0,64.0,0.0,1
utah-state,25.420073079804872,0.0,14.714285714285714,0.0,71.35714285714286,0.00510204081632653,1
air-force,-10.933545037478472,0.0,-15.333333333333334,0.0,12.083333333333334,-0.013888888888888888,1
new-mexico,-6.528703961320253,0.0,-10.0,0.0,52.083333333333336,0.0,1
wyoming,-9.727087249117334,0.0,-5.416666666666667,0.0,-29.916666666666668,0.0,1
san-diego-state,-0.8007829454326176,0.0,-1.9230769230769231,0.0,35.23076923076923,0.0,1
fresno-state,11.034986554619213,0.0,13.076923076923077,0.0,4.0,-0.01183431952662722,1
nevada,-5.550306024690858,0.0,-7.5,0.0,-76.58333333333333,0.0,1
hawaii,-12.833767602154317,0.0,-11.333333333333334,0.0,-99.0,0.0,1
san-jose-state,-3.694639398557075,0.0,-2.6666666666666665,0.0,-77.25,0.0,1
nevada-las-vegas,-5.316502926124569,0.0,-1.9230769230769231,0.0,-43.0,-0.01183431952662722,1
marshall,12.107658150841166,0.0,19.214285714285715,0.0,45.42857142857143,0.00510204081632653,1
middle-tennessee-state,-1.4326479094877542,0.0,2.769230769230769,0.0,-0.38461538461538464,0.0,1
western-kentucky,6.73474551177565,0.0,6.25,0.0,35.75,0.006944444444444444,1
old-dominion,0.0,0.0,0.0,0.0,0.0,0.0,1
alabama-birmingham,-23.751116457529164,0.0,-17.5,0.0,-42.75,0.013888888888888888,1
florida-international,-43.465315638176605,0.0,-27.25,0.0,-125.75,0.0,1
florida-atlantic,0.3976022585868435,0.0,4.166666666666667,0.0,16.083333333333332,0.013888888888888888,1
louisiana-tech,-21.59452660601657,0.0,-7.083333333333333,0.0,-34.583333333333336,0.006944444444444444,1
rice,7.881950445690182,0.0,5.214285714285714,0.0,66.0,0.0,1
texas-el-paso,-28.347882114246374,0.0,-17.583333333333332,0.0,-63.416666666666664,0.013888888888888888,1
texas-san-antonio,3.4222864062004903,0.0,-0.75,0.0,31.833333333333332,0.0,1
north-texas,10.540933734708322,0.0,14.076923076923077,0.0,60.15384615384615,0.0,1
southern-mississippi,-39.687940102383166,0.0,-24.833333333333332,0.0,-152.33333333333334,0.013888888888888888,1
memphis,-1.821138003268989,0.0,-5.083333333333333,0.0,22.0,-0.020833333333333332,1
cincinnati,9.802566274012745,0.0,11.076923076923077,0.0,64.0,-0.00591715976331361,1
central-florida,17.98954824285204,0.0,13.307692307692308,0.0,37.46153846153846,0.0,1
east-carolina,8.915935905317964,0.0,15.384615384615385,0.0,23.384615384615383,0.0,1
houston,14.343947551364712,0.0,11.384615384615385,0.0,-10.0,0.01775147928994083,1
temple,-7.132223558135411,0.0,-4.916666666666667,0.0,-26.333333333333332,0.0,1
south-florida,-13.877775131233951,0.0,-14.833333333333334,0.0,-50.166666666666664,-0.013888888888888888,1
tulane,0.4745184035687373,0.0,3.3846153846153846,0.0,3.6153846153846154,0.0,1
tulsa,-12.373942979532465,0.0,-12.833333333333334,0.0,-34.166666666666664,0.0,1
connecticut,-13.21245634226284,0.0,-9.666666666666666,0.0,-51.25,-0.013888888888888888,1
southern-methodist,-9.15418096850254,0.0,-6.583333333333333,0.0,-47.0,-0.006944444444444444,1
bowling-green-state,14.094465152077023,0.0,18.928571428571427,0.0,42.785714285714285,-0.00510204081632653,1
ohio,-13.931981002645731,0.0,-0.07692307692307693,0.0,-53.92307692307692,-0.01183431952662722,1
buffalo,-1.552343885467936,0.0,5.923076923076923,0.0,0.7692307692307693,0.00591715976331361,1
