Conference,Score
Big East Conference,39.5
Southeastern Conference,32.9
Pacific-10 Conference,31.7
Big 12 Conference,31.6
Big Ten Conference,31.1
Atlantic Coast Conference,28.0
Mountain West Conference,22.5
Independent,21.2
Western Athletic Conference,20.3
Conference USA,17.5
Mid-American Conference,14.1
Sun Belt Conference,12.7
FCS,1.5
