Conference,Score
Big East Conference,39.2
Big Ten Conference,37.3
Big 12 Conference,36.2
Pacific-10 Conference,35.3
Southeastern Conference,34.0
Atlantic Coast Conference,30.3
Mountain West Conference,26.5
Independent,24.1
Western Athletic Conference,20.4
Conference USA,19.2
Mid-American Conference,16.6
Sun Belt Conference,11.4
FCS,2.1
