Conference,Score
Big East Conference,38.9
Southeastern Conference,32.3
Pacific-10 Conference,31.5
Big 12 Conference,31.3
Big Ten Conference,30.2
Atlantic Coast Conference,27.7
Mountain West Conference,23.2
Independent,21.7
Western Athletic Conference,20.9
Conference USA,17.7
Mid-American Conference,13.8
Sun Belt Conference,12.5
FCS,1.5
