Conference,Score
Big Ten Conference,39.0
Big East Conference,37.6
Pacific-10 Conference,34.8
Big 12 Conference,34.7
Southeastern Conference,33.5
Atlantic Coast Conference,29.7
Mountain West Conference,25.0
Independent,24.0
Western Athletic Conference,20.3
Conference USA,19.6
Mid-American Conference,15.8
Sun Belt Conference,13.5
FCS,2.3
