Conference,Score
Big Ten Conference,34.2
Big East Conference,31.6
Big 12 Conference,29.6
Pacific-10 Conference,28.9
Southeastern Conference,27.1
Atlantic Coast Conference,25.2
Mountain West Conference,20.8
Independent,20.6
Conference USA,15.6
Western Athletic Conference,13.8
Mid-American Conference,12.6
Sun Belt Conference,11.3
FCS,1.6
