Conference,Score
Big East Conference,38.7
Big Ten Conference,36.1
Big 12 Conference,35.6
Southeastern Conference,33.5
Pacific-10 Conference,33.0
Atlantic Coast Conference,29.6
Mountain West Conference,26.5
Independent,24.1
Conference USA,18.5
Western Athletic Conference,16.9
Mid-American Conference,14.8
Sun Belt Conference,13.5
FCS,2.4
