Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
florida,10,8,-2,52.8,50.4,12.3
tennessee,21,17,-4,41.7,42.0,9.7
georgia,47,40,-7,27.5,30.0,8.1
kentucky,69,76,7,19.3,17.5,8.4
south-carolina,58,46,-12,24.2,26.8,10.6
vanderbilt,72,68,-4,18.4,24.8,7.2
arkansas,13,14,1,48.6,45.0,12.0
auburn,14,13,-1,48.4,43.3,11.2
louisiana-state,9,11,2,53.7,59.4,13.1
alabama,43,36,-7,28.6,31.8,8.4
mississippi,93,99,6,11.4,13.7,8.1
mississippi-state,86,97,11,13.2,18.7,9.4
louisville,2,4,2,63.5,57.9,13.7
rutgers,7,7,0,58.5,52.0,12.5
west-virginia,3,2,-1,63.2,66.0,14.5
south-florida,39,47,8,30.6,31.5,7.2
cincinnati,48,43,-5,27.5,32.8,11.0
pittsburgh,33,26,-7,34.0,37.1,10.2
connecticut,71,72,1,18.6,26.5,9.2
syracuse,80,82,2,15.2,21.2,8.2
southern-california,8,9,1,54.2,54.0,14.9
california,11,10,-1,52.6,50.2,12.6
oregon-state,31,38,7,35.7,39.7,9.9
ucla,57,51,-6,24.4,34.7,7.3
arizona-state,45,39,-6,27.6,33.1,8.8
oregon,17,21,4,44.6,46.2,10.3
arizona,67,79,12,19.5,24.0,6.4
washington-state,34,28,-6,32.1,38.0,10.3
washington,64,55,-9,21.7,32.5,9.5
stanford,118,117,-1,2.2,-3.9,9.3
ohio-state,1,1,0,67.3,60.3,14.6
wisconsin,12,16,4,48.8,43.9,10.6
michigan,5,3,-2,61.5,53.6,13.6
penn-state,37,34,-3,30.9,35.9,8.7
purdue,68,75,7,19.3,15.5,4.4
minnesota,70,78,8,18.7,25.4,7.7
indiana,79,74,-5,15.2,12.1,9.9
iowa,49,37,-12,27.1,29.2,7.7
northwestern,91,101,10,12.3,16.3,9.1
michigan-state,73,65,-8,18.2,24.2,7.3
illinois,90,86,-4,12.8,26.6,9.4
nebraska,19,24,5,42.6,48.0,10.6
missouri,29,22,-7,37.2,39.7,8.9
kansas-state,53,57,4,25.8,26.9,10.1
kansas,56,63,7,24.7,31.3,7.3
colorado,99,96,-3,9.3,25.1,11.0
iowa-state,96,93,-3,9.9,9.6,7.3
oklahoma,15,15,0,48.0,51.2,12.6
texas,4,5,1,61.7,60.3,14.5
texas-am,20,18,-2,42.3,41.0,9.6
texas-tech,46,53,7,27.6,30.0,7.5
oklahoma-state,35,33,-2,32.0,41.2,10.4
baylor,84,77,-7,14.0,14.5,6.1
wake-forest,26,32,6,38.2,31.5,8.0
boston-college,24,19,-5,38.8,37.8,9.1
maryland,36,42,6,31.3,27.0,7.0
clemson,16,12,-4,46.0,53.3,13.8
florida-state,41,48,7,30.2,37.9,8.0
north-carolina-state,85,84,-1,13.9,18.0,6.1
georgia-tech,25,30,5,38.7,37.6,8.2
virginia-tech,22,23,1,41.1,41.1,10.2
virginia,77,70,-7,16.4,20.1,8.3
miami-fl,44,41,-3,28.2,34.2,7.7
north-carolina,106,106,0,5.9,7.4,7.6
duke,115,114,-1,3.3,3.1,11.1
brigham-young,18,20,2,44.2,45.6,10.9
texas-christian,28,29,1,37.8,38.5,9.3
utah,50,50,0,26.5,31.0,7.7
wyoming,59,60,1,23.7,29.1,8.0
new-mexico,74,73,-1,18.1,15.4,9.2
air-force,42,52,10,29.7,41.2,10.1
san-diego-state,105,105,0,6.7,8.5,7.3
colorado-state,76,71,-5,17.0,18.7,7.0
nevada-las-vegas,109,109,0,5.2,4.5,9.0
boise-state,6,6,0,60.6,53.4,12.1
hawaii,27,31,4,37.9,36.5,11.6
san-jose-state,55,62,7,24.8,19.0,10.9
nevada,38,45,7,30.8,31.8,9.1
fresno-state,95,95,0,10.0,21.7,6.5
idaho,100,94,-6,8.8,2.2,11.0
new-mexico-state,104,103,-1,7.1,4.8,10.0
louisiana-tech,110,112,2,4.9,-5.5,7.3
utah-state,116,116,0,2.9,-5.8,11.6
southern-mississippi,60,64,4,23.6,25.5,7.6
east-carolina,63,67,4,21.9,22.4,9.2
marshall,75,80,5,17.9,20.6,7.9
central-florida,103,102,-1,7.7,6.8,6.2
alabama-birmingham,88,85,-3,13.0,15.5,6.4
memphis,111,110,-1,4.3,0.5,7.4
houston,40,44,4,30.3,28.9,8.3
rice,82,90,8,14.8,13.9,8.4
tulsa,32,27,-5,34.0,30.9,9.2
southern-methodist,65,69,4,20.9,20.5,9.8
texas-el-paso,89,83,-6,12.8,9.6,6.6
tulane,94,89,-5,11.0,10.4,13.4
notre-dame,23,25,2,40.2,34.0,9.3
navy,30,35,5,36.7,41.5,10.2
army,97,92,-5,9.9,9.6,9.9
temple,120,120,0,0.0,-18.2,14.7
ohio,54,54,0,25.7,21.7,8.8
kent-state,81,66,-15,15.1,9.9,15.2
akron,87,91,4,13.1,10.2,6.1
bowling-green-state,92,87,-5,11.8,9.4,7.2
miami-oh,113,113,0,4.1,0.8,7.7
buffalo,117,119,2,2.4,-10.3,11.5
central-michigan,61,59,-2,22.9,18.9,6.4
western-michigan,51,49,-2,26.4,19.9,8.8
northern-illinois,62,61,-1,22.1,22.9,6.3
ball-state,102,104,2,7.8,3.7,8.8
