Conference,Score
Big East Conference,39.0
Southeastern Conference,32.2
Big 12 Conference,31.6
Pacific-10 Conference,31.2
Big Ten Conference,30.9
Atlantic Coast Conference,28.1
Independent,23.7
Mountain West Conference,23.1
Western Athletic Conference,21.2
Conference USA,18.1
Mid-American Conference,13.9
Sun Belt Conference,12.9
FCS,1.6
