Conference,Score
Big East Conference,38.2
Southeastern Conference,33.8
Big 12 Conference,31.6
Pacific-10 Conference,31.1
Big Ten Conference,30.7
Atlantic Coast Conference,27.1
Mountain West Conference,23.5
Independent,23.5
Western Athletic Conference,21.7
Conference USA,18.6
Mid-American Conference,14.5
Sun Belt Conference,13.1
FCS,1.6
