Conference,Score
Big East Conference,38.6
Southeastern Conference,33.4
Big 12 Conference,31.6
Pacific-10 Conference,31.1
Big Ten Conference,30.8
Atlantic Coast Conference,27.9
Independent,24.3
Mountain West Conference,23.6
Western Athletic Conference,21.5
Conference USA,18.4
Mid-American Conference,14.1
Sun Belt Conference,12.7
FCS,1.6
