Conference,Score
Big East Conference,37.8
Southeastern Conference,33.5
Big 12 Conference,31.4
Pacific-10 Conference,31.1
Big Ten Conference,30.7
Atlantic Coast Conference,26.9
Independent,23.6
Mountain West Conference,23.6
Western Athletic Conference,21.7
Conference USA,18.2
Mid-American Conference,14.4
Sun Belt Conference,13.1
FCS,1.6
