Conference,Score
Big East Conference,38.1
Big Ten Conference,35.2
Pacific-10 Conference,34.8
Big 12 Conference,34.4
Southeastern Conference,33.4
Atlantic Coast Conference,30.0
Independent,24.8
Mountain West Conference,24.3
Western Athletic Conference,20.0
Conference USA,19.1
Mid-American Conference,14.7
Sun Belt Conference,11.3
FCS,1.8
