Conference,Score
Big Ten Conference,29.5
Big 12 Conference,26.6
Atlantic Coast Conference,26.3
Pacific-10 Conference,26.1
Big East Conference,24.7
Southeastern Conference,23.6
Mountain West Conference,20.0
Independent,19.3
Conference USA,15.8
Mid-American Conference,13.2
Western Athletic Conference,12.3
Sun Belt Conference,7.1
FCS,3.3
