Conference,Score
Big East Conference,40.0
Big Ten Conference,35.8
Pacific-10 Conference,35.0
Big 12 Conference,34.7
Southeastern Conference,33.2
Atlantic Coast Conference,30.4
Independent,28.2
Mountain West Conference,24.4
Western Athletic Conference,20.6
Conference USA,19.8
Mid-American Conference,15.4
Sun Belt Conference,12.6
FCS,1.9
