Conference,Score
Big East Conference,40.8
Big Ten Conference,34.8
Pacific-10 Conference,33.8
Big 12 Conference,33.4
Southeastern Conference,33.1
Atlantic Coast Conference,29.9
Independent,24.9
Mountain West Conference,23.8
Western Athletic Conference,20.1
Conference USA,18.5
Mid-American Conference,15.6
Sun Belt Conference,12.7
FCS,1.6
