Conference,Score
Big Ten Conference,36.6
Big 12 Conference,31.5
Atlantic Coast Conference,30.9
Pacific-10 Conference,30.1
Big East Conference,29.2
Southeastern Conference,27.1
Independent,23.6
Mountain West Conference,21.0
Conference USA,16.6
Mid-American Conference,14.7
Western Athletic Conference,14.0
Sun Belt Conference,6.7
FCS,0.7
