Conference,Score
Big Ten Conference,34.5
Big 12 Conference,32.1
Pacific-10 Conference,30.8
Atlantic Coast Conference,30.2
Big East Conference,28.0
Southeastern Conference,27.7
Independent,24.2
Mountain West Conference,21.2
Conference USA,16.1
Mid-American Conference,14.5
Western Athletic Conference,13.8
Sun Belt Conference,6.7
FCS,0.7
