Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
penn-state,3,3,0,67.3,43.8,15.0
ohio-state,4,4,0,62.1,44.5,15.0
wisconsin,21,21,0,39.0,16.5,16.5
iowa,20,20,0,39.5,25.5,11.4
michigan,17,17,0,42.2,30.1,13.1
northwestern,30,30,0,33.1,15.0,10.3
minnesota,16,16,0,43.0,31.4,15.6
purdue,39,39,0,27.6,18.9,13.6
michigan-state,37,38,1,28.5,20.9,15.8
indiana,83,84,1,13.8,-5.8,8.7
illinois,102,101,-1,7.4,-12.5,12.0
florida-state,26,26,0,34.5,14.9,16.2
boston-college,18,18,0,41.3,21.7,12.2
clemson,27,27,0,34.0,16.5,10.7
north-carolina-state,45,43,-2,26.5,9.4,14.3
maryland,56,57,1,22.8,8.7,9.7
wake-forest,67,68,1,19.5,8.5,8.3
virginia-tech,6,6,0,58.5,37.7,16.3
miami-fl,9,9,0,50.0,27.9,14.6
georgia-tech,25,25,0,35.5,18.9,14.9
north-carolina,61,63,2,20.3,3.2,13.4
virginia,48,46,-2,25.7,8.0,12.7
duke,110,111,1,4.4,-18.5,11.5
southern-california,2,2,0,77.9,48.8,20.7
oregon,12,12,0,46.7,18.2,12.3
ucla,33,31,-2,32.7,4.4,17.5
california,22,24,2,38.5,21.3,18.0
arizona-state,47,45,-2,26.4,9.2,17.2
stanford,71,73,2,18.5,-0.6,11.0
oregon-state,70,70,0,19.1,0.6,11.1
arizona,85,85,0,13.2,-0.6,10.9
washington-state,65,66,1,19.8,9.2,11.4
washington,92,92,0,10.5,-0.9,9.5
colorado,40,40,0,27.5,8.6,13.0
nebraska,41,41,0,27.5,5.6,11.6
iowa-state,34,32,-2,32.2,13.5,8.3
missouri,49,47,-2,25.6,7.7,12.7
kansas,42,50,8,27.4,8.4,10.3
kansas-state,68,69,1,19.3,1.2,11.1
texas,1,1,0,84.4,56.2,18.7
texas-tech,14,14,0,45.2,21.4,12.6
oklahoma,23,22,-1,37.5,22.3,13.5
texas-am,46,44,-2,26.4,16.4,15.3
baylor,72,74,2,18.2,-1.3,9.7
oklahoma-state,90,90,0,12.0,-10.2,14.8
georgia,13,13,0,45.4,20.2,15.7
florida,24,23,-1,37.2,15.6,14.2
south-carolina,52,53,1,23.2,-1.6,9.4
tennessee,55,54,-1,23.0,8.9,13.9
vanderbilt,79,80,1,15.6,-6.7,11.6
kentucky,100,100,0,8.3,-15.4,9.7
louisiana-state,15,15,0,43.4,17.6,17.1
auburn,10,11,1,48.4,25.8,12.5
alabama,19,19,0,40.8,15.4,12.7
arkansas,60,62,2,20.5,11.1,12.7
mississippi-state,93,93,0,10.3,-9.4,12.8
mississippi,99,98,-1,8.6,-14.5,12.8
west-virginia,5,5,0,59.2,33.8,12.0
louisville,7,7,0,51.7,30.3,13.8
rutgers,36,37,1,28.9,8.0,7.2
south-florida,31,29,-2,33.1,21.8,12.5
pittsburgh,63,64,1,20.1,2.8,8.1
connecticut,51,51,0,23.6,10.4,14.9
cincinnati,89,89,0,12.2,-9.8,9.2
syracuse,104,104,0,6.1,-9.6,13.2
notre-dame,8,8,0,51.3,29.7,14.0
navy,29,34,5,33.3,13.0,10.2
army,86,87,1,12.7,-8.4,6.6
temple,119,119,0,0.4,-37.5,12.2
texas-christian,11,10,-1,48.3,20.1,10.5
brigham-young,53,49,-4,23.0,5.8,8.0
colorado-state,78,72,-6,15.8,-8.7,11.2
utah,57,55,-2,22.6,2.2,15.4
new-mexico,58,58,0,22.0,1.0,11.1
san-diego-state,77,77,0,16.1,-3.5,10.7
air-force,73,75,2,17.5,3.5,13.9
wyoming,88,88,0,12.3,-9.4,13.6
nevada-las-vegas,111,110,-1,4.2,-24.6,15.4
central-florida,64,59,-5,19.9,-6.4,6.8
memphis,44,48,4,26.5,6.9,11.0
southern-mississippi,62,67,5,20.2,-4.3,10.5
east-carolina,87,86,-1,12.6,-13.3,7.8
alabama-birmingham,80,78,-2,15.5,-7.0,12.6
