Conference,Score
Big Ten Conference,37.4
Pacific-10 Conference,35.2
Big 12 Conference,34.2
Atlantic Coast Conference,33.3
Southeastern Conference,29.5
Big East Conference,26.9
Mountain West Conference,22.8
Independent,18.5
Conference USA,16.6
Western Athletic Conference,13.3
Mid-American Conference,12.9
Sun Belt Conference,6.3
FCS,0.7
