Conference,Score
Big Ten Conference,38.8
Pacific-10 Conference,36.1
Big 12 Conference,35.3
Atlantic Coast Conference,33.0
Southeastern Conference,30.5
Big East Conference,27.9
Mountain West Conference,23.3
Conference USA,16.0
Independent,15.5
Mid-American Conference,12.6
Western Athletic Conference,11.1
Sun Belt Conference,6.7
FCS,1.0
