Conference,Score
Big Ten Conference,36.2
Big 12 Conference,32.6
Atlantic Coast Conference,31.8
Pacific-10 Conference,29.8
Big East Conference,28.4
Southeastern Conference,26.3
Independent,21.4
Mountain West Conference,21.2
Conference USA,15.5
Mid-American Conference,14.4
Western Athletic Conference,12.9
Sun Belt Conference,5.7
FCS,0.7
