Conference,Score
Pacific-10 Conference,31.6
Big Ten Conference,31.6
Atlantic Coast Conference,28.7
Southeastern Conference,28.0
Big 12 Conference,27.6
Mountain West Conference,22.8
Big East Conference,21.7
Independent,18.6
Conference USA,14.1
Western Athletic Conference,13.7
Mid-American Conference,10.0
Sun Belt Conference,8.4
FCS,3.1
