Conference,Score
Big Ten Conference,35.9
Big 12 Conference,31.8
Atlantic Coast Conference,31.4
Pacific-10 Conference,29.7
Big East Conference,28.7
Southeastern Conference,25.8
Independent,22.3
Mountain West Conference,21.4
Conference USA,15.7
Mid-American Conference,14.3
Western Athletic Conference,13.3
Sun Belt Conference,5.7
FCS,0.6
