Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
penn-state,3,3,0,66.9,63.1,15.3
ohio-state,5,4,-1,61.7,63.5,15.6
wisconsin,25,23,-2,36.8,34.6,17.4
iowa,22,27,5,38.8,44.1,11.4
michigan,16,13,-3,41.2,48.1,14.1
northwestern,33,34,1,32.2,33.1,10.8
minnesota,14,11,-3,42.8,50.7,16.9
purdue,37,49,12,26.9,37.1,14.7
michigan-state,36,37,1,27.8,39.0,16.9
indiana,84,78,-6,13.3,12.5,8.7
illinois,101,100,-1,6.9,5.4,12.3
florida-state,29,28,-1,34.4,33.0,17.0
boston-college,17,21,4,40.9,40.8,12.9
clemson,31,33,2,33.3,34.9,11.3
north-carolina-state,47,55,8,24.1,27.7,15.1
maryland,49,42,-7,23.6,26.6,10.0
wake-forest,66,68,2,18.9,26.6,8.3
virginia-tech,4,5,1,61.8,58.0,17.6
miami-fl,7,6,-1,50.3,49.8,15.6
georgia-tech,24,29,5,37.5,37.7,16.0
north-carolina,60,60,0,21.8,23.0,13.7
virginia,39,35,-4,26.4,25.6,13.4
duke,109,109,0,4.0,-0.4,11.7
southern-california,2,2,0,74.1,64.9,22.8
oregon,12,14,2,46.0,36.8,13.1
ucla,26,24,-2,36.0,25.2,17.9
california,27,30,3,35.9,39.2,19.3
arizona-state,45,46,1,24.8,29.1,17.8
stanford,68,57,-11,18.9,17.1,11.5
oregon-state,70,61,-9,18.4,18.9,11.4
arizona,85,84,-1,13.2,16.4,11.4
washington-state,64,72,8,19.1,27.2,12.0
washington,93,92,-1,10.1,17.4,9.7
colorado,20,18,-2,39.9,41.4,12.6
nebraska,52,51,-1,23.0,19.7,12.1
iowa-state,28,26,-2,35.4,34.5,7.2
missouri,41,38,-3,25.8,27.8,13.1
kansas,56,53,-3,22.2,23.8,10.7
kansas-state,69,74,5,18.5,19.1,11.6
texas,1,1,0,82.9,76.1,20.3
texas-tech,15,17,2,41.9,36.6,13.4
oklahoma,30,25,-5,33.4,37.8,14.6
texas-am,38,41,3,26.6,32.6,16.5
baylor,75,76,1,17.5,16.9,9.8
oklahoma-state,83,77,-6,14.1,12.2,15.3
georgia,19,22,3,39.9,35.3,17.0
florida,32,31,-1,32.9,30.6,15.2
south-carolina,57,52,-5,22.1,16.2,9.8
tennessee,63,56,-7,20.1,26.3,14.6
vanderbilt,80,83,3,14.9,11.3,11.8
kentucky,96,93,-3,8.4,2.9,9.9
louisiana-state,13,15,2,45.9,37.9,18.2
auburn,11,12,1,47.2,43.8,13.4
alabama,21,16,-5,39.6,33.4,13.5
arkansas,62,69,7,21.1,28.7,13.6
mississippi-state,100,98,-2,7.3,4.9,13.2
mississippi,94,90,-4,10.0,7.3,12.2
west-virginia,6,7,1,51.9,46.8,12.3
louisville,9,8,-1,48.7,49.7,14.8
rutgers,48,48,0,23.9,21.2,6.8
south-florida,18,20,2,40.6,45.3,12.9
pittsburgh,58,54,-4,21.9,23.3,7.8
connecticut,59,59,0,21.9,26.8,15.7
cincinnati,82,80,-2,14.4,12.9,8.7
syracuse,104,103,-1,6.1,7.9,13.5
notre-dame,10,9,-1,48.5,47.3,15.1
navy,40,45,5,26.0,24.9,10.9
army,81,89,8,14.7,13.7,5.1
temple,119,119,0,0.2,-19.4,12.3
texas-christian,8,10,2,48.9,40.6,10.4
brigham-young,44,39,-5,25.1,26.5,7.8
colorado-state,65,67,2,19.0,15.0,10.9
utah,51,62,11,23.1,22.6,16.2
new-mexico,54,43,-11,22.8,22.2,11.2
san-diego-state,67,73,6,18.9,19.8,10.8
air-force,73,79,6,17.8,23.8,14.6
wyoming,86,81,-5,12.8,11.5,13.2
nevada-las-vegas,107,107,0,4.3,-4.6,15.2
central-florida,50,50,0,23.4,14.6,6.1
memphis,55,63,8,22.3,24.1,11.5
southern-mississippi,74,66,-8,17.6,14.6,10.6
east-carolina,92,97,5,10.3,3.5,7.8
alabama-birmingham,78,82,4,16.9,13.1,13.3
marshall,91,88,-3,10.4,3.7,8.6
tulsa,42,47,5,25.6,22.0,10.1
texas-el-paso,43,36,-7,25.3,14.9,12.0
houston,76,64,-12,17.4,14.2,9.9
southern-methodist,88,95,7,11.2,5.5,9.2
tulane,110,108,-2,3.3,-9.0,13.7
rice,106,106,0,4.9,2.1,14.2
akron,87,94,7,12.8,4.9,10.3
miami-oh,53,44,-9,22.9,17.6,9.4
bowling-green-state,77,86,9,17.1,9.4,13.1
ohio,95,87,-8,8.9,1.6,7.5
buffalo,116,114,-2,0.8,-16.7,10.0
kent-state,115,116,1,0.9,-16.5,13.4
toledo,35,32,-3,28.7,24.0,11.8
northern-illinois,46,58,12,24.8,22.9,12.9
western-michigan,71,70,-1,18.2,7.7,5.4
central-michigan,61,65,4,21.2,19.1,6.3
ball-state,102,102,0,6.9,-3.5,6.9
eastern-michigan,98,101,3,8.1,-0.3,7.8
nevada,72,71,-1,18.2,7.6,8.8
boise-state,34,40,6,29.9,24.3,14.4
louisiana-tech,79,75,-4,16.5,6.3,11.4
fresno-state,23,19,-4,38.6,33.4,14.4
hawaii,99,99,0,7.9,-2.1,14.0
san-jose-state,108,112,4,4.2,-6.0,11.4
utah-state,111,110,-1,3.3,-9.0,10.5
idaho,114,113,-1,0.9,-17.3,13.5
new-mexico-state,120,118,-2,0.0,-20.6,12.9
louisiana-lafayette,89,91,2,11.1,1.6,6.9
arkansas-state,90,85,-5,10.4,0.3,13.0
louisiana-monroe,103,104,1,6.6,-7.5,9.5
florida-international,113,115,2,1.5,-16.6,11.6
middle-tennessee-state,97,96,-1,8.2,0.8,8.1
troy,105,105,0,5.0,-8.9,14.0
florida-atlantic,112,111,-1,2.6,-11.4,13.5
north-texas,118,120,2,0.2,-19.8,15.4
fcs,117,117,0,0.6,-12.0,10.3
