Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
penn-state,3,3,0,67.1,43.8,15.5
ohio-state,4,5,1,62.0,44.5,15.4
wisconsin,21,21,0,38.8,16.4,16.2
iowa,20,20,0,39.3,25.5,11.8
michigan,17,17,0,42.0,30.0,13.3
northwestern,30,32,2,32.9,14.9,10.2
minnesota,16,15,-1,43.1,31.8,15.7
purdue,39,40,1,27.5,18.9,13.7
michigan-state,38,38,0,28.4,20.8,15.6
indiana,84,85,1,13.7,-5.8,8.2
illinois,101,101,0,7.3,-12.6,11.4
florida-state,26,34,8,34.3,14.9,15.9
boston-college,18,18,0,41.2,21.7,12.2
clemson,27,30,3,33.9,16.4,10.7
north-carolina-state,43,44,1,26.4,9.4,14.0
maryland,57,59,2,22.6,8.4,9.4
wake-forest,68,70,2,19.4,8.5,8.0
virginia-tech,6,4,-2,58.3,37.7,16.5
miami-fl,9,8,-1,49.7,27.8,14.5
georgia-tech,25,27,2,35.3,18.9,14.8
north-carolina,63,63,0,20.2,3.2,12.8
virginia,46,48,2,25.5,7.8,12.4
duke,111,111,0,4.3,-18.7,10.9
southern-california,2,2,0,77.7,48.8,21.1
oregon,12,13,1,46.8,18.5,12.3
ucla,31,23,-8,32.6,4.5,16.8
california,24,25,1,36.6,21.0,17.9
arizona-state,45,45,0,26.3,9.2,16.7
stanford,73,75,2,18.3,-0.8,10.7
oregon-state,70,72,2,19.0,0.6,10.5
arizona,85,86,1,13.2,-0.5,10.6
washington-state,66,65,-1,19.7,9.2,11.2
washington,92,92,0,10.4,-0.8,9.2
colorado,40,29,-11,27.3,8.5,11.9
nebraska,41,39,-2,27.1,5.2,11.3
iowa-state,32,31,-1,31.9,13.1,8.3
missouri,47,46,-1,25.3,7.5,12.1
kansas,50,51,1,24.3,5.6,9.9
kansas-state,69,67,-2,19.1,0.9,10.7
texas,1,1,0,84.0,56.0,19.2
texas-tech,14,14,0,44.8,21.1,12.4
oklahoma,22,22,0,37.3,22.1,13.6
texas-am,44,42,-2,26.3,16.4,15.3
baylor,74,73,-1,18.0,-1.4,9.1
oklahoma-state,90,89,-1,11.9,-10.3,14.3
georgia,13,16,3,45.4,20.5,15.8
florida,23,24,1,37.3,15.9,14.1
south-carolina,53,56,3,23.3,-1.2,9.2
tennessee,54,58,4,23.0,9.2,13.6
