Conference,Score
Big Ten Conference,36.7
Big 12 Conference,31.9
Atlantic Coast Conference,31.1
Pacific-10 Conference,30.3
Big East Conference,29.4
Southeastern Conference,27.1
Independent,24.4
Mountain West Conference,20.2
Conference USA,15.9
Mid-American Conference,15.1
Western Athletic Conference,14.3
Sun Belt Conference,6.6
FCS,0.7
