Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
penn-state,4,4,0,55.6,59.7,17.6
ohio-state,5,9,4,47.0,59.5,18.4
wisconsin,13,12,-1,42.7,42.6,17.0
iowa,34,31,-3,29.6,36.4,12.7
michigan,26,26,0,36.6,48.4,16.2
northwestern,27,33,6,36.0,42.3,10.7
minnesota,11,11,0,43.8,54.5,19.2
purdue,66,61,-5,18.6,36.9,14.7
michigan-state,32,19,-13,32.2,44.7,17.5
indiana,71,59,-12,17.5,17.7,7.6
illinois,97,92,-5,7.5,6.2,7.8
florida-state,14,17,3,42.2,43.6,16.2
boston-college,21,20,-1,40.0,40.6,13.7
clemson,39,45,6,27.6,36.3,11.6
north-carolina-state,74,63,-11,17.2,28.7,13.8
maryland,49,43,-6,23.9,29.4,9.5
wake-forest,69,78,9,17.8,28.3,8.2
virginia-tech,3,3,0,60.7,59.9,20.1
miami-fl,7,7,0,45.6,50.8,17.5
georgia-tech,29,30,1,32.8,40.4,15.8
north-carolina,59,70,11,21.4,28.4,12.0
virginia,47,40,-7,24.6,30.8,11.8
duke,105,102,-3,5.6,8.0,3.8
southern-california,2,2,0,71.1,72.5,26.0
oregon,15,14,-1,41.2,40.6,13.2
ucla,9,13,4,44.2,39.7,15.2
california,18,21,3,41.0,47.1,18.6
arizona-state,48,36,-12,24.5,39.5,16.1
stanford,52,67,15,22.4,22.9,10.7
oregon-state,50,41,-9,23.2,28.1,9.1
arizona,90,91,1,9.7,21.3,9.2
washington-state,57,48,-9,21.7,33.3,10.8
washington,89,88,-1,9.8,21.5,6.9
colorado,23,25,2,38.6,46.3,13.9
nebraska,36,28,-8,28.9,31.1,10.1
iowa-state,51,64,13,22.5,26.9,7.7
missouri,30,39,9,32.8,37.2,12.0
kansas,68,58,-10,17.8,24.8,9.5
kansas-state,61,47,-14,20.5,23.3,8.4
texas,1,1,0,75.2,77.6,23.9
texas-tech,17,6,-11,41.0,42.0,14.7
oklahoma,31,34,3,32.5,45.2,14.9
texas-am,25,29,4,36.8,43.4,15.7
baylor,55,49,-6,22.0,25.9,8.0
oklahoma-state,85,85,0,11.4,10.6,10.4
georgia,6,5,-1,46.7,42.7,16.6
florida,28,24,-4,35.4,41.3,14.5
south-carolina,72,79,7,17.4,17.5,6.6
tennessee,44,37,-7,25.0,35.7,12.8
vanderbilt,77,66,-11,16.0,17.6,7.6
kentucky,104,101,-3,5.8,4.9,5.7
louisiana-state,10,10,0,44.1,48.7,17.6
auburn,22,16,-6,38.8,46.7,14.4
alabama,8,8,0,44.8,40.4,13.5
arkansas,73,73,0,17.3,33.3,12.3
mississippi-state,86,84,-2,11.1,16.3,7.4
mississippi,81,83,2,14.1,16.6,7.3
west-virginia,19,18,-1,40.6,41.5,13.6
louisville,16,22,6,41.0,50.2,16.5
rutgers,46,56,10,24.7,24.5,5.9
south-florida,37,38,1,28.2,42.1,15.2
pittsburgh,62,74,12,20.2,26.0,7.2
connecticut,41,32,-9,26.7,34.5,14.5
cincinnati,80,77,-3,14.4,17.3,5.9
syracuse,94,94,0,7.8,14.1,7.6
notre-dame,12,15,3,43.1,53.3,17.2
navy,40,46,6,27.0,30.7,9.6
army,100,109,9,6.8,10.6,1.8
temple,118,119,1,0.2,-13.0,6.7
texas-christian,20,27,7,40.5,39.6,11.3
brigham-young,67,68,1,18.0,25.3,7.6
colorado-state,56,60,4,21.7,25.5,8.6
utah,58,65,7,21.6,28.9,13.6
new-mexico,38,52,14,27.8,33.4,9.7
san-diego-state,78,72,-6,15.0,21.7,7.8
air-force,65,50,-15,19.5,32.4,11.6
wyoming,64,57,-7,19.7,25.1,9.2
nevada-las-vegas,95,96,1,7.6,8.4,6.9
central-florida,75,82,7,16.3,15.5,5.0
memphis,45,51,6,24.9,31.2,9.9
southern-mississippi,53,62,9,22.2,22.7,7.7
east-carolina,91,89,-2,9.5,6.5,3.9
alabama-birmingham,84,80,-4,12.4,12.8,8.5
marshall,87,87,0,10.5,8.8,3.2
tulsa,54,54,0,22.0,23.4,9.2
texas-el-paso,35,42,7,29.2,27.3,8.5
houston,63,71,8,19.8,21.9,7.7
southern-methodist,103,100,-3,6.4,5.0,5.6
tulane,99,97,-2,7.0,3.1,4.5
rice,109,103,-6,4.2,6.8,6.5
akron,98,90,-8,7.2,1.5,5.4
miami-oh,60,55,-5,21.1,24.4,8.8
bowling-green-state,83,69,-14,12.6,8.7,6.6
ohio,88,98,10,10.4,8.6,3.7
