Conference,Score
Big Ten Conference,37.1
Big 12 Conference,33.5
Atlantic Coast Conference,32.0
Pacific-10 Conference,31.3
Big East Conference,28.7
Southeastern Conference,27.2
Mountain West Conference,22.2
Independent,20.5
Conference USA,16.7
Mid-American Conference,14.7
Western Athletic Conference,13.3
Sun Belt Conference,6.1
FCS,0.7
