Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
penn-state,4,4,0,65.6,46.1,17.6
ohio-state,5,5,0,55.8,44.6,17.9
wisconsin,10,13,3,45.8,20.5,16.0
iowa,31,34,3,33.8,18.8,12.2
michigan,15,26,11,44.1,32.6,15.4
northwestern,30,27,-3,34.7,20.3,11.0
minnesota,18,11,-7,43.1,34.7,18.2
purdue,74,66,-8,18.3,15.6,13.9
michigan-state,26,32,6,38.9,27.6,16.5
indiana,73,71,-2,18.9,-1.4,7.5
illinois,97,97,0,8.9,-12.4,7.6
florida-state,14,14,0,44.3,19.9,15.3
boston-college,23,21,-2,40.8,22.0,13.0
clemson,42,39,-3,27.7,16.2,11.1
north-carolina-state,62,74,12,21.6,8.5,13.1
maryland,52,49,-3,24.2,9.2,9.1
wake-forest,53,69,16,23.8,12.5,8.1
virginia-tech,3,3,0,66.8,41.0,19.1
miami-fl,6,7,1,49.3,28.6,16.6
georgia-tech,28,29,1,36.6,18.4,14.9
north-carolina,69,59,-10,20.1,5.0,11.3
virginia,50,47,-3,24.5,5.8,11.1
duke,108,105,-3,4.5,-19.6,3.6
southern-california,2,2,0,75.2,51.1,24.5
oregon,19,15,-4,43.0,18.3,12.7
ucla,13,9,-4,44.4,14.1,14.4
california,24,18,-6,40.0,20.9,17.6
arizona-state,44,48,4,26.8,14.5,15.2
stanford,64,52,-12,21.1,-0.5,10.2
oregon-state,65,50,-15,20.8,2.6,8.8
arizona,87,90,3,11.9,-3.4,8.7
washington-state,70,57,-13,19.9,8.6,10.4
washington,94,89,-5,9.8,-0.1,6.8
colorado,22,23,1,41.7,23.5,13.8
nebraska,40,36,-4,28.9,10.5,9.7
iowa-state,38,51,13,29.9,12.2,7.7
missouri,36,30,-6,30.1,12.4,11.5
kansas,57,68,11,22.3,5.5,8.9
kansas-state,68,61,-7,20.5,1.9,8.0
texas,1,1,0,77.3,53.6,23.1
texas-tech,7,17,10,48.5,25.6,13.9
oklahoma,29,31,2,36.0,22.5,14.2
texas-am,33,25,-8,32.2,16.1,14.9
baylor,56,55,-1,22.6,6.0,8.0
oklahoma-state,90,85,-5,11.4,-11.7,10.2
georgia,17,6,-11,43.5,18.8,15.6
florida,27,28,1,38.2,18.2,13.7
south-carolina,71,72,1,19.8,-5.2,6.3
tennessee,59,44,-15,22.1,9.5,12.1
vanderbilt,76,77,1,17.6,-3.9,7.2
kentucky,99,104,5,8.6,-15.5,5.4
louisiana-state,11,10,-1,45.8,23.9,16.6
auburn,20,22,2,42.5,24.5,13.9
