Conference,Score
Big Ten Conference,34.8
Big 12 Conference,31.9
Atlantic Coast Conference,30.5
Pacific-10 Conference,30.1
Big East Conference,27.6
Southeastern Conference,27.3
Independent,23.1
Mountain West Conference,21.2
Conference USA,16.1
Mid-American Conference,14.5
Western Athletic Conference,13.8
Sun Belt Conference,6.6
FCS,0.7
