Conference,Score
Independent,36.8
Southeastern Conference,34.8
Atlantic Coast Conference,33.5
Big 12 Conference,33.1
Big Ten Conference,33.1
Pac-12 Conference,32.0
American Athletic Conference,28.1
Mountain West Conference,20.4
Mid-American Conference,19.2
Sun Belt Conference,15.0
Conference USA,13.7
FCS,0.5
