Conference,Score
Independent,31.8
Southeastern Conference,31.3
Big Ten Conference,30.5
Atlantic Coast Conference,30.3
Big 12 Conference,29.6
Pac-12 Conference,28.3
American Athletic Conference,25.3
Mountain West Conference,18.6
Mid-American Conference,18.0
Sun Belt Conference,13.8
Conference USA,12.9
FCS,0.3
