Conference,Score
Southeastern Conference,35.8
Independent,35.0
Atlantic Coast Conference,33.1
Big 12 Conference,32.8
Big Ten Conference,32.7
Pac-12 Conference,31.9
American Athletic Conference,26.1
Mountain West Conference,19.1
Mid-American Conference,18.0
Sun Belt Conference,14.9
Conference USA,14.5
FCS,0.5
