Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
florida,29,29,0,37.3,20.2,9.4
georgia,30,30,0,36.9,21.0,12.1
tennessee,26,26,0,38.1,28.4,9.3
kentucky,90,90,0,13.5,-1.8,5.3
vanderbilt,87,86,-1,14.8,6.7,7.1
missouri,82,82,0,16.6,5.2,4.8
south-carolina,96,96,0,10.0,-0.5,5.9
alabama,2,2,0,62.8,43.6,14.2
mississippi,14,14,0,44.1,31.4,11.9
louisiana-state,17,17,0,42.5,31.0,12.5
arkansas,39,40,1,33.3,26.5,9.8
mississippi-state,41,43,2,32.1,18.7,8.5
texas-am,47,48,1,29.2,14.0,8.0
auburn,61,61,0,23.0,13.3,10.4
stanford,11,11,0,48.4,30.7,11.6
oregon,24,24,0,39.4,24.6,8.5
washington-state,69,70,1,20.9,0.8,11.1
california,50,51,1,27.1,15.6,7.3
washington,48,49,1,28.7,24.8,8.5
oregon-state,108,108,0,5.8,-9.6,5.5
utah,18,20,2,41.9,26.7,10.8
southern-california,38,38,0,34.1,25.3,10.5
ucla,42,42,0,32.1,18.7,9.3
arizona-state,58,57,-1,24.7,16.7,8.6
arizona,63,65,2,22.9,10.5,8.1
colorado,94,94,0,11.5,-0.1,5.5
michigan-state,5,5,0,53.2,31.9,9.8
ohio-state,4,4,0,60.0,41.2,12.5
michigan,16,16,0,42.6,29.4,13.0
penn-state,52,52,0,27.0,15.4,7.4
indiana,66,66,0,21.7,10.8,7.1
rutgers,91,91,0,12.5,0.7,6.7
maryland,89,88,-1,13.9,11.9,7.5
iowa,9,10,1,49.0,26.8,11.6
northwestern,23,23,0,39.7,20.3,8.0
wisconsin,25,25,0,39.0,24.1,9.4
nebraska,62,62,0,22.9,19.7,7.8
minnesota,77,77,0,18.0,8.5,7.0
illinois,78,78,0,17.7,7.7,5.6
purdue,102,104,2,6.8,-5.5,5.5
clemson,1,1,0,65.6,41.7,14.6
florida-state,10,9,-1,48.8,32.4,10.3
louisville,45,45,0,31.3,22.9,9.7
