Conference,Score
Independent,32.9
Southeastern Conference,32.9
Big Ten Conference,31.5
Atlantic Coast Conference,31.3
Big 12 Conference,30.7
Pac-12 Conference,29.9
American Athletic Conference,26.3
Mountain West Conference,19.4
Mid-American Conference,18.5
Sun Belt Conference,14.5
Conference USA,13.2
FCS,0.3
