Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
florida,33,30,-3,34.9,19.6,9.2
georgia,25,31,6,39.7,23.3,12.1
tennessee,21,28,7,41.8,31.7,8.9
kentucky,88,90,2,14.3,-0.0,5.8
vanderbilt,87,87,0,15.3,8.0,7.0
missouri,80,80,0,17.3,6.8,5.0
south-carolina,96,96,0,10.5,0.7,6.5
alabama,2,2,0,67.5,48.2,13.5
mississippi,10,14,4,47.8,34.9,11.4
louisiana-state,12,18,6,47.0,35.5,12.3
arkansas,29,37,8,36.8,29.7,9.3
mississippi-state,31,42,11,35.9,22.7,8.5
texas-am,49,48,-1,28.5,15.6,8.2
auburn,52,61,9,27.4,19.0,10.1
stanford,7,10,3,51.8,33.7,11.0
oregon,28,24,-4,37.7,25.5,8.1
washington-state,62,65,3,23.0,2.7,10.5
california,46,50,4,30.0,18.2,7.2
washington,42,43,1,32.3,28.1,8.1
oregon-state,105,106,1,6.2,-7.9,6.3
utah,17,17,0,43.0,28.1,10.4
southern-california,40,36,-4,32.4,25.5,10.3
ucla,47,47,0,29.8,17.9,9.4
arizona-state,59,58,-1,24.0,18.2,8.1
arizona,60,59,-1,23.7,11.9,8.3
colorado,93,94,1,11.9,0.9,5.8
michigan-state,9,6,-3,48.6,29.7,9.3
ohio-state,3,4,1,62.1,42.6,11.8
michigan,13,16,3,45.7,32.0,12.5
penn-state,56,52,-4,25.3,15.0,7.1
indiana,68,71,3,20.3,10.2,6.7
rutgers,91,91,0,12.7,1.0,6.8
maryland,90,89,-1,13.8,11.3,7.1
iowa,15,9,-6,43.9,23.6,11.0
northwestern,32,25,-7,35.7,17.7,7.8
wisconsin,23,26,3,40.9,25.2,9.1
nebraska,55,55,0,25.4,21.2,7.5
minnesota,72,73,1,19.5,8.6,6.9
illinois,78,78,0,17.5,7.1,5.7
purdue,104,104,0,6.6,-6.6,5.7
clemson,1,1,0,68.0,43.6,13.7
florida-state,14,11,-3,44.3,29.9,9.8
louisville,38,45,7,33.5,24.0,9.2
north-carolina-state,48,44,-4,28.8,21.6,8.3
syracuse,82,81,-1,16.6,11.5,6.2
wake-forest,92,92,0,12.1,6.0,5.0
boston-college,79,79,0,17.4,22.9,10.5
north-carolina,18,12,-6,42.7,26.3,10.8
pittsburgh,43,41,-2,31.8,21.2,8.5
miami-fl,61,60,-1,23.0,6.3,8.0
duke,45,46,1,30.1,18.3,9.1
virginia-tech,57,56,-1,25.3,14.9,6.9
virginia,85,84,-1,15.5,8.5,6.3
georgia-tech,75,76,1,18.2,25.6,13.0
oklahoma,4,3,-1,55.1,39.2,11.4
texas-christian,16,15,-1,43.9,24.6,9.7
oklahoma-state,44,33,-11,31.3,11.6,7.8
baylor,8,13,5,49.6,37.4,11.7
west-virginia,37,38,1,33.8,24.7,8.5
texas-tech,70,64,-6,19.6,4.2,7.6
texas,74,75,1,18.4,9.2,5.9
kansas-state,76,70,-6,18.1,5.7,8.2
iowa-state,94,93,-1,11.4,3.8,9.0
kansas,128,126,-2,0.2,-31.6,7.2
notre-dame,11,7,-4,47.2,34.1,10.7
brigham-young,39,40,1,32.8,17.9,8.2
army,100,100,0,8.7,1.8,7.0
temple,41,39,-2,32.4,15.8,6.6
south-florida,36,35,-1,34.3,25.6,9.9
cincinnati,67,68,1,20.8,6.5,6.4
connecticut,86,86,0,15.4,-0.0,9.2
east-carolina,84,83,-1,15.6,2.9,6.4
central-florida,126,127,1,0.4,-29.7,10.5
houston,6,8,2,53.6,31.5,10.7
navy,5,5,0,54.1,37.9,12.4
memphis,30,22,-8,36.0,22.7,8.8
tulsa,89,88,-1,13.9,-3.3,6.1
tulane,110,110,0,5.3,-15.7,5.5
southern-methodist,117,117,0,4.0,-17.0,6.1
bowling-green-state,34,34,0,34.9,19.5,12.3
akron,63,62,-1,22.7,5.8,5.4
ohio,69,72,3,19.9,0.9,4.2
buffalo,95,95,0,10.7,-8.3,5.6
kent-state,107,107,0,5.9,-13.9,7.2
massachusetts,108,108,0,5.8,-14.3,5.7
miami-oh,115,115,0,4.3,-19.2,5.1
toledo,20,20,0,42.3,23.6,8.5
western-michigan,51,49,-2,27.7,14.3,8.9
northern-illinois,64,63,-1,22.7,8.1,8.2
central-michigan,77,77,0,18.1,1.4,6.9
ball-state,114,114,0,4.7,-17.7,6.1
eastern-michigan,125,125,0,0.6,-29.5,7.1
air-force,35,32,-3,34.5,29.3,9.8
boise-state,24,23,-1,40.3,29.4,9.5
colorado-state,73,69,-4,19.1,3.2,6.3
new-mexico,65,67,2,21.2,7.2,7.3
utah-state,66,66,0,21.2,12.1,9.0
wyoming,113,113,0,4.8,-13.6,10.3
san-diego-state,22,21,-1,41.6,24.8,11.0
nevada,81,85,4,17.2,-0.4,4.6
san-jose-state,83,82,-1,16.3,1.8,4.9
fresno-state,111,111,0,5.3,-16.0,6.6
nevada-las-vegas,98,98,0,9.0,-4.1,9.5
hawaii,121,120,-1,3.4,-21.4,8.0
appalachian-state,19,19,0,42.7,23.0,8.8
georgia-southern,26,27,1,39.5,28.2,8.9
arkansas-state,50,51,1,27.9,10.3,6.6
georgia-state,99,99,0,8.9,-14.0,7.3
south-alabama,101,101,0,7.5,-15.7,4.7
idaho,120,121,1,3.5,-23.5,7.0
louisiana-lafayette,103,103,0,7.1,-13.9,9.0
troy,97,97,0,9.4,-7.7,6.3
new-mexico-state,122,122,0,3.0,-23.1,7.5
texas-state,119,119,0,3.7,-21.0,9.0
louisiana-monroe,123,123,0,2.0,-24.3,10.2
western-kentucky,27,29,2,38.2,16.3,7.1
marshall,58,57,-1,25.2,2.9,6.1
middle-tennessee-state,71,74,3,19.6,4.2,9.7
florida-international,109,109,0,5.5,-20.2,9.0
old-dominion,118,118,0,3.9,-24.0,6.1
florida-atlantic,106,105,-1,6.1,-13.2,5.1
charlotte,124,124,0,0.8,-29.7,10.0
southern-mississippi,53,53,0,26.3,10.2,5.9
louisiana-tech,54,54,0,26.1,7.5,8.0
rice,102,102,0,7.3,-16.1,11.0
texas-el-paso,116,116,0,4.1,-23.4,7.7
texas-san-antonio,112,112,0,4.9,-17.2,6.4
north-texas,129,129,0,0.0,-32.8,10.4
fcs,127,128,1,0.3,-30.1,7.0
