Conference,Score
Independent,32.4
Southeastern Conference,31.3
Big Ten Conference,30.8
Big 12 Conference,30.2
Atlantic Coast Conference,30.2
Pac-12 Conference,29.4
American Athletic Conference,25.1
Mountain West Conference,19.1
Mid-American Conference,17.9
Sun Belt Conference,13.6
Conference USA,12.7
FCS,0.2
