Conference,Score
Southeastern Conference,37.2
Atlantic Coast Conference,33.8
Pac-12 Conference,32.0
Independent,31.7
Big Ten Conference,31.4
Big 12 Conference,31.3
American Athletic Conference,22.3
Mountain West Conference,16.9
Conference USA,16.5
Mid-American Conference,15.4
Sun Belt Conference,14.3
FCS,0.2
