Conference,Score
Independent,37.5
Southeastern Conference,35.1
Atlantic Coast Conference,33.8
Big Ten Conference,33.7
Big 12 Conference,33.3
Pac-12 Conference,32.7
American Athletic Conference,28.5
Mountain West Conference,21.3
Mid-American Conference,19.9
Sun Belt Conference,15.7
Conference USA,14.6
FCS,0.6
