Conference,Score
Southeastern Conference,33.3
Big Ten Conference,29.9
Independent,29.6
Atlantic Coast Conference,28.8
Pac-12 Conference,28.8
Big 12 Conference,28.1
American Athletic Conference,23.8
Mountain West Conference,19.5
Mid-American Conference,17.0
Sun Belt Conference,14.1
Conference USA,12.9
FCS,0.3
