Conference,Score
Southeastern Conference,39.7
Atlantic Coast Conference,31.4
Independent,29.5
Big Ten Conference,28.9
Big 12 Conference,28.3
Pac-12 Conference,27.4
Mountain West Conference,23.9
Conference USA,22.3
American Athletic Conference,22.1
Mid-American Conference,14.7
Sun Belt Conference,13.6
FCS,0.8
