Conference,Score
Southeastern Conference,31.0
Independent,30.8
Big Ten Conference,30.3
Atlantic Coast Conference,30.0
Big 12 Conference,29.4
Pac-12 Conference,28.1
American Athletic Conference,24.6
Mountain West Conference,18.5
Mid-American Conference,17.6
Conference USA,13.1
Sun Belt Conference,13.0
FCS,0.2
