Conference,Score
Southeastern Conference,41.8
Pac-12 Conference,37.9
Big Ten Conference,37.9
Atlantic Coast Conference,37.6
Big 12 Conference,37.5
Independent,35.8
American Athletic Conference,29.6
Mountain West Conference,23.3
Mid-American Conference,21.3
Conference USA,18.7
Sun Belt Conference,17.1
FCS,1.3
