Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
florida,29,29,0,37.7,20.1,9.4
georgia,30,30,0,37.3,21.0,12.0
tennessee,26,26,0,38.4,28.2,9.5
kentucky,90,90,0,13.7,-1.9,4.8
vanderbilt,86,87,1,14.9,6.5,7.1
missouri,82,81,-1,16.9,5.4,4.6
south-carolina,96,96,0,10.2,-0.6,5.4
alabama,2,2,0,63.2,43.5,14.5
mississippi,14,14,0,44.4,31.3,12.1
louisiana-state,17,17,0,42.7,30.8,12.6
arkansas,40,40,0,33.5,26.3,10.1
mississippi-state,43,43,0,32.3,18.4,8.5
texas-am,48,48,0,29.5,13.9,7.9
auburn,61,61,0,23.2,13.1,10.6
stanford,11,11,0,49.0,30.8,12.0
oregon,24,24,0,39.9,24.7,8.8
washington-state,70,70,0,21.3,0.9,11.5
california,51,51,0,27.5,15.6,7.2
washington,49,49,0,29.1,24.8,8.8
oregon-state,108,108,0,5.9,-9.6,4.6
utah,20,21,1,41.1,26.6,11.0
southern-california,38,38,0,34.6,25.6,10.6
ucla,42,42,0,32.5,18.8,9.2
arizona-state,57,57,0,25.0,16.7,8.9
arizona,65,65,0,22.3,11.3,7.9
colorado,94,94,0,11.7,-0.1,5.2
michigan-state,5,5,0,53.6,31.8,10.2
ohio-state,4,4,0,60.4,41.1,12.9
michigan,16,16,0,43.0,29.2,13.3
penn-state,52,52,0,27.3,15.3,7.6
indiana,66,66,0,21.9,10.5,7.3
rutgers,91,91,0,12.7,0.6,6.5
maryland,88,88,0,14.1,11.9,7.8
iowa,10,10,0,49.3,26.6,12.0
northwestern,23,23,0,40.1,20.2,8.1
wisconsin,25,25,0,39.4,24.0,9.5
nebraska,62,62,0,23.1,19.6,7.8
minnesota,77,77,0,18.2,8.3,6.9
illinois,78,78,0,17.9,7.6,5.5
purdue,104,104,0,6.9,-5.7,5.4
clemson,1,1,0,66.1,41.7,15.1
florida-state,9,9,0,49.3,32.5,10.6
louisville,45,45,0,31.6,22.9,10.0
north-carolina-state,44,44,0,32.0,23.5,9.0
syracuse,81,82,1,16.9,11.8,6.2
wake-forest,92,92,0,12.5,6.7,5.4
boston-college,79,79,0,17.8,23.8,10.8
north-carolina,12,12,0,48.0,29.6,11.7
pittsburgh,34,34,0,35.7,23.9,9.3
miami-fl,55,55,0,25.7,7.8,7.5
duke,47,47,0,29.6,19.3,9.1
virginia-tech,56,56,0,25.0,16.8,7.4
virginia,84,84,0,15.9,9.1,6.8
georgia-tech,76,76,0,18.7,26.5,13.1
oklahoma,3,3,0,61.8,42.8,12.4
texas-christian,15,15,0,43.8,25.2,10.2
oklahoma-state,36,36,0,35.5,14.0,8.2
baylor,13,13,0,47.5,35.8,12.6
west-virginia,41,41,0,33.1,25.6,9.1
texas-tech,63,63,0,22.7,7.0,8.3
texas,75,75,0,19.0,10.2,6.4
kansas-state,72,72,0,20.4,7.5,7.6
iowa-state,93,93,0,12.0,5.1,9.8
kansas,127,127,0,0.4,-30.3,6.2
notre-dame,7,8,1,52.1,36.1,11.6
brigham-young,39,39,0,34.5,16.9,8.2
army,99,99,0,8.8,1.9,7.6
temple,33,33,0,35.9,17.6,7.0
south-florida,28,28,0,37.8,27.2,10.6
cincinnati,59,59,0,24.0,9.4,6.3
connecticut,80,80,0,17.0,0.7,10.1
east-carolina,83,83,0,16.1,3.5,6.8
central-florida,126,126,0,0.5,-29.6,8.7
houston,8,7,-1,52.0,29.8,11.7
navy,6,6,0,52.7,37.0,13.5
memphis,21,20,-1,41.0,26.4,9.4
tulsa,87,86,-1,14.7,-3.8,6.0
tulane,109,109,0,5.6,-15.3,5.1
southern-methodist,116,116,0,4.1,-16.7,6.2
bowling-green-state,22,22,0,40.5,24.1,13.3
akron,64,64,0,22.4,6.6,5.8
ohio,68,68,0,21.7,1.4,4.4
buffalo,95,95,0,11.3,-7.4,4.2
kent-state,105,105,0,6.3,-13.2,7.1
massachusetts,107,107,0,6.2,-13.3,6.1
miami-oh,114,114,0,4.6,-18.6,5.2
toledo,18,18,0,41.7,23.5,9.3
western-michigan,54,54,0,26.3,13.5,9.7
northern-illinois,53,53,0,26.8,12.3,8.4
central-michigan,73,73,0,20.2,2.7,7.3
ball-state,111,111,0,5.2,-16.8,4.2
eastern-michigan,125,125,0,0.7,-29.4,7.1
air-force,32,32,0,36.5,28.7,10.5
boise-state,35,35,0,35.6,23.7,10.0
colorado-state,74,74,0,20.1,2.4,5.9
new-mexico,71,71,0,21.3,4.5,7.9
utah-state,67,67,0,21.8,10.4,9.7
wyoming,115,115,0,4.4,-15.5,11.2
san-diego-state,27,27,0,38.3,21.0,11.6
nevada,85,85,0,15.0,-3.2,4.2
san-jose-state,89,89,0,13.9,-1.6,5.2
fresno-state,113,113,0,4.8,-18.0,5.8
nevada-las-vegas,100,100,0,8.6,-5.8,9.4
hawaii,121,121,0,2.9,-23.6,6.7
appalachian-state,19,19,0,41.5,22.1,9.2
georgia-southern,37,37,0,35.2,23.1,9.6
arkansas-state,46,46,0,30.9,11.7,7.3
georgia-state,97,97,0,9.6,-14.0,7.9
south-alabama,102,101,-1,7.2,-16.8,4.2
idaho,120,120,0,3.1,-24.9,7.3
louisiana-lafayette,103,103,0,7.0,-14.7,6.8
troy,98,98,0,9.1,-9.0,6.9
new-mexico-state,122,122,0,2.8,-24.4,8.1
texas-state,119,119,0,3.6,-21.7,7.0
louisiana-monroe,123,123,0,1.8,-25.8,8.2
western-kentucky,31,31,0,36.9,15.0,7.8
marshall,58,58,0,24.5,2.3,6.0
middle-tennessee-state,69,69,0,21.3,4.7,9.1
florida-international,110,110,0,5.6,-20.6,6.7
old-dominion,118,118,0,4.0,-24.1,5.2
florida-atlantic,106,106,0,6.3,-13.2,4.8
charlotte,124,124,0,0.9,-29.8,8.8
southern-mississippi,50,50,0,28.3,10.5,6.4
louisiana-tech,60,60,0,23.8,4.8,7.0
rice,101,102,1,7.3,-16.6,9.9
texas-el-paso,117,117,0,4.1,-23.9,7.9
texas-san-antonio,112,112,0,5.0,-17.2,4.5
north-texas,129,129,0,0.0,-33.3,10.7
fcs,128,128,0,0.3,-30.6,7.0
