Conference,Score
Big 12 Conference,35.1
Southeastern Conference,34.4
Big East Conference,34.1
Pacific-10 Conference,33.9
Big Ten Conference,33.4
Atlantic Coast Conference,30.1
Independent,24.5
Mountain West Conference,21.8
Conference USA,19.2
Mid-American Conference,18.5
Western Athletic Conference,15.8
Sun Belt Conference,13.0
FCS,1.4
