Conference,Score
Big 12 Conference,36.6
Southeastern Conference,35.3
Big Ten Conference,34.0
Pacific-10 Conference,33.8
Big East Conference,33.5
Atlantic Coast Conference,32.3
Independent,23.7
Mountain West Conference,21.5
Mid-American Conference,19.5
Conference USA,19.5
Western Athletic Conference,14.6
Sun Belt Conference,11.2
FCS,1.9
