Conference,Score
Big 12 Conference,40.5
Pacific-10 Conference,38.7
Big Ten Conference,38.5
Southeastern Conference,38.1
Big East Conference,37.2
Atlantic Coast Conference,36.5
Mountain West Conference,27.0
Independent,25.3
Conference USA,22.0
Mid-American Conference,21.6
Western Athletic Conference,17.1
Sun Belt Conference,10.8
FCS,3.0
