Division,Score
Big 12 Conference - North,41.4
Big 12 Conference - South,39.5
Pacific-10 Conference,38.7
Big Ten Conference,38.5
Southeastern Conference - West,38.3
Southeastern Conference - East,37.9
Big East Conference,37.2
Atlantic Coast Conference,36.5
Mountain West Conference,27.0
Mid-American Conference - West,25.6
Independent,25.3
Conference USA,22.0
Mid-American Conference - East,17.7
Western Athletic Conference,17.1
Sun Belt Conference,10.8
FCS,3.0
