Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
southern-california,30,29,-1,25.9,25.7,0.0
washington-state,26,25,-1,26.7,27.4,0.0
arizona-state,75,44,-31,16.7,15.7,0.0
oregon-state,51,55,4,21.2,16.4,0.0
ucla,20,16,-4,29.7,33.5,0.0
california,96,96,0,11.9,-2.3,0.0
washington,55,59,4,20.9,15.8,0.0
oregon,12,9,-3,32.2,38.3,0.0
arizona,67,70,3,18.5,11.0,0.0
stanford,15,11,-4,31.0,36.0,0.0
georgia,29,28,-1,26.1,26.1,0.0
florida,7,4,-3,35.7,45.3,0.0
tennessee,17,13,-4,30.5,35.0,0.0
kentucky,85,85,0,14.8,3.5,0.0
south-carolina,27,26,-1,26.3,26.6,0.0
vanderbilt,100,100,0,9.7,-6.5,0.0
alabama,22,19,-3,29.1,32.3,0.0
auburn,50,54,4,21.2,16.5,0.0
arkansas,36,38,2,23.9,21.8,0.0
louisiana-state,31,30,-1,25.7,25.5,0.0
mississippi,70,73,3,18.1,10.2,0.0
mississippi-state,73,76,3,17.3,8.5,0.0
colorado,10,8,-2,32.3,38.6,0.0
kansas-state,5,3,-2,37.2,48.3,0.0
iowa-state,65,37,-28,18.6,20.6,0.0
nebraska,1,1,0,52.8,62.0,0.0
missouri,69,72,3,18.5,10.9,0.0
kansas,97,97,0,11.0,-4.0,0.0
oklahoma,9,7,-2,32.5,39.0,0.0
texas,8,5,-3,34.7,43.3,0.0
texas-tech,84,33,-51,15.0,11.4,0.0
oklahoma-state,68,71,3,18.5,11.0,0.0
texas-am,37,39,2,23.7,21.4,0.0
baylor,91,92,1,12.4,-1.2,0.0
ohio-state,3,20,17,41.4,43.0,0.0
iowa,16,12,-4,30.8,35.5,0.0
michigan,18,14,-4,30.1,34.3,0.0
penn-state,53,57,4,21.0,15.9,0.0
purdue,46,50,4,22.1,18.2,0.0
illinois,24,23,-1,27.6,29.2,0.0
minnesota,42,46,4,22.5,18.9,0.0
wisconsin,13,43,30,32.1,27.4,0.0
michigan-state,38,40,2,23.6,21.2,0.0
indiana,21,17,-4,29.4,32.9,0.0
