Conference,Score
Big 12 Conference,25.5
Big Ten Conference,24.9
Pacific-10 Conference,23.7
Big East Conference,23.1
Southeastern Conference,22.8
Atlantic Coast Conference,21.2
Mountain West Conference,20.0
Conference USA,15.0
Mid-American Conference,14.4
Western Athletic Conference,14.1
Independent,13.4
Sun Belt Conference,7.5
FCS,2.1
