Conference,Score
Big 12 Conference,35.2
Big East Conference,33.7
Southeastern Conference,33.7
Big Ten Conference,33.1
Pacific-10 Conference,32.8
Atlantic Coast Conference,31.1
Independent,24.4
Mountain West Conference,21.8
Conference USA,19.6
Mid-American Conference,18.2
Western Athletic Conference,15.0
Sun Belt Conference,11.9
FCS,1.3
