Conference,Score
Big Ten Conference,27.3
Big 12 Conference,25.6
Big East Conference,24.7
Pacific-10 Conference,23.5
Atlantic Coast Conference,23.2
Southeastern Conference,23.2
Mountain West Conference,19.8
Conference USA,15.5
Mid-American Conference,14.8
Independent,13.8
Western Athletic Conference,13.7
Sun Belt Conference,7.6
FCS,2.5
