Conference,Score
Big Ten Conference,35.2
Pacific-10 Conference,33.4
Big 12 Conference,32.3
Big East Conference,32.2
Southeastern Conference,30.7
Mountain West Conference,30.4
Atlantic Coast Conference,28.8
Independent,26.1
Conference USA,22.0
Mid-American Conference,22.0
Western Athletic Conference,19.3
Sun Belt Conference,12.2
FCS,1.9
