Conference,Score
Big 12 Conference,33.9
Southeastern Conference,33.6
Big East Conference,33.4
Pacific-10 Conference,33.3
Big Ten Conference,33.0
Atlantic Coast Conference,29.2
Independent,24.6
Mountain West Conference,21.2
Mid-American Conference,18.4
Conference USA,17.6
Western Athletic Conference,15.4
Sun Belt Conference,13.0
FCS,1.4
