Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
southern-california,5,6,1,63.6,57.7,14.2
washington-state,20,19,-1,45.6,35.1,8.9
arizona-state,47,51,4,30.1,24.1,6.4
oregon-state,25,27,2,42.1,40.3,10.4
ucla,30,31,1,37.8,36.0,9.0
california,37,38,1,33.6,32.6,10.9
washington,43,48,5,30.6,27.4,6.2
oregon,41,46,5,31.2,28.3,8.6
arizona,85,81,-4,12.9,7.3,4.0
stanford,90,90,0,11.6,16.4,9.3
georgia,7,11,4,54.9,40.5,9.2
florida,35,32,-3,35.1,29.2,11.1
tennessee,31,36,5,37.5,33.0,9.0
kentucky,50,42,-8,29.0,24.4,9.1
south-carolina,68,67,-1,21.8,22.8,6.6
vanderbilt,97,98,1,9.5,11.1,7.2
alabama,8,10,2,54.9,50.7,13.7
auburn,23,24,1,43.1,41.9,10.9
arkansas,12,13,1,51.6,48.0,15.4
louisiana-state,27,28,1,39.6,36.3,11.4
mississippi,63,68,5,23.5,19.9,5.1
mississippi-state,88,85,-3,12.2,12.1,3.9
colorado,14,15,1,49.6,45.1,10.7
kansas-state,1,1,0,71.8,68.7,15.3
iowa-state,46,49,3,30.2,30.0,10.0
nebraska,36,33,-3,34.3,37.7,13.1
missouri,60,60,0,25.2,30.5,9.7
kansas,111,111,0,4.2,-10.5,3.5
oklahoma,6,3,-3,58.9,51.4,13.6
texas,11,12,1,52.3,42.7,10.6
texas-tech,39,45,6,31.4,26.3,9.4
oklahoma-state,45,56,11,30.2,26.7,6.3
texas-am,56,50,-6,26.5,25.9,7.9
baylor,103,105,2,6.7,-5.5,4.2
ohio-state,3,2,-1,64.9,46.5,11.6
iowa,4,4,0,64.0,51.7,12.1
michigan,18,17,-1,45.8,39.6,9.2
penn-state,10,9,-1,53.1,50.2,14.5
purdue,44,47,3,30.4,33.6,9.0
illinois,69,66,-3,21.6,22.3,6.5
minnesota,52,52,0,28.1,22.9,7.5
wisconsin,40,44,4,31.2,31.9,7.7
michigan-state,83,83,0,13.4,8.8,6.7
indiana,101,101,0,7.5,-3.0,8.2
northwestern,102,102,0,6.9,-5.1,8.0
florida-state,19,21,2,45.8,43.7,12.5
maryland,17,20,3,46.3,38.6,11.9
virginia,49,40,-9,29.2,22.6,6.6
north-carolina-state,22,23,1,43.6,34.7,8.7
clemson,55,54,-1,27.3,21.5,6.4
georgia-tech,42,34,-8,31.1,28.2,8.4
wake-forest,51,41,-10,28.5,30.0,10.6
north-carolina,99,100,1,9.0,1.6,6.5
duke,96,96,0,10.1,13.4,11.9
miami-fl,2,5,3,65.8,48.9,12.9
west-virginia,13,14,1,50.3,46.2,12.6
pittsburgh,33,30,-3,36.7,31.6,10.5
virginia-tech,16,16,0,47.9,42.6,12.9
boston-college,34,37,3,36.0,30.5,7.4
syracuse,73,72,-1,16.7,17.4,6.2
temple,74,74,0,16.6,17.3,6.3
rutgers,112,112,0,3.0,-11.0,11.4
south-florida,21,22,1,44.2,33.2,9.1
notre-dame,15,7,-8,49.5,38.9,11.2
connecticut,65,61,-4,22.9,18.8,10.2
utah-state,100,99,-1,7.8,-7.6,5.1
troy,75,75,0,16.3,16.4,6.0
navy,106,107,1,6.3,4.3,5.6
colorado-state,26,18,-8,40.3,30.0,8.6
new-mexico,62,69,7,23.6,17.5,4.5
air-force,28,29,1,39.4,36.0,12.0
san-diego-state,95,95,0,11.1,2.5,4.4
utah,67,63,-4,22.0,20.0,10.8
nevada-las-vegas,72,76,4,18.5,15.2,3.9
brigham-young,79,80,1,13.7,4.3,9.4
wyoming,107,103,-4,6.1,-2.7,6.5
texas-christian,24,26,2,42.1,30.4,10.9
cincinnati,58,59,1,25.9,24.8,9.6
louisville,53,43,-10,27.5,21.9,8.1
southern-mississippi,61,62,1,24.6,16.6,5.3
tulane,71,71,0,18.7,6.1,6.3
alabama-birmingham,87,87,0,12.4,1.3,6.9
east-carolina,82,77,-5,13.5,6.6,5.1
houston,76,82,6,16.1,9.8,6.2
memphis,98,97,-1,9.4,3.1,4.5
army,114,114,0,2.2,-16.3,9.6
marshall,48,53,5,29.3,12.9,4.7
central-florida,64,64,0,23.3,14.3,4.0
miami-oh,57,58,1,26.3,19.6,6.6
ohio,81,78,-3,13.5,9.0,9.8
akron,91,88,-3,11.6,3.8,6.3
kent-state,104,104,0,6.6,-6.0,6.5
buffalo,115,115,0,1.4,-19.4,5.9
northern-illinois,38,39,1,31.5,23.4,9.7
toledo,29,35,6,37.9,28.0,5.9
bowling-green-state,32,25,-7,37.5,27.5,10.0
ball-state,77,73,-4,15.8,4.6,5.3
western-michigan,86,86,0,12.7,6.8,4.1
central-michigan,94,92,-2,11.3,3.0,3.6
eastern-michigan,118,118,0,0.0,-27.1,9.0
boise-state,9,8,-1,53.2,38.4,11.7
hawaii,59,57,-2,25.3,9.7,2.7
fresno-state,70,70,0,18.7,6.2,7.2
san-jose-state,92,91,-1,11.5,-2.6,2.3
nevada,84,84,0,13.4,3.5,3.4
rice,78,79,1,14.3,8.6,5.0
louisiana-tech,93,93,0,11.4,1.4,2.7
southern-methodist,105,106,1,6.6,-6.0,4.8
texas-el-paso,113,113,0,2.2,-18.3,7.5
tulsa,117,117,0,1.2,-20.6,8.5
north-texas,54,55,1,27.4,21.7,6.7
new-mexico-state,66,65,-1,22.3,12.6,5.2
arkansas-state,89,89,0,11.8,-2.0,9.7
middle-tennessee-state,80,94,14,13.6,9.2,7.0
louisiana-lafayette,108,108,0,6.0,-8.0,6.0
louisiana-monroe,110,110,0,4.5,-12.5,10.1
idaho,109,109,0,5.2,-6.3,5.9
fcs,116,116,0,1.4,-17.2,5.5
